jobTitle,postedDate,jobDescription,jobUrl
YOODO IT Development (Application & Web),1-Feb-23,"<p><strong>We are now ONE! #CelcomDigi</strong></p><p>Celcom and Digi have merged with the aim to create Malaysia’s most inspiring telco-tech company, building on two well-loved brands with over six decades of combined strengths in innovation and connecting Malaysians.</p><p><strong>JOB PURPOSE</strong></p><ul><li>As a Lead Developer, you will be responsible for leading and driving the application development team to ship quality application to our users, ranging from mobile app and web. You will lead a team of developers and mentor them to the highest standard. You will work with internal and external partners on the analysis, design, programming, debugging and modification of computer programs.</li></ul><p><strong>JOB ACCOUNTABILITIES</strong></p><ul><li>Play a key role in leading the entire process of designing, building, testing and deploying innovative Android &amp; iOS apps and website within Yoodo organization.</li><li>Undertake studies and knowledge search to source and evaluate new ideas, new technologies and translate new ideas conceptually by leveraging existing mobile application and website platform as well as exploring new technologies that could be beneficial to Yoodo.</li><li>Work with the product team to understand end user requirements and use cases and then translate into technical requirements for the development team.</li><li>To lead a team of Mobile Application and Website Developer in designing, prototyping, and developing software that either enhance existing or provide new functions for Yoodo app.</li><li>Strong leadership, helping to guide, supervise, providing direction to junior team members and ensuring they adhere to determined software quality standards.</li><li>Prepares or works with vendor to have technical reports, user documentation and user training of the Mobile Application solution.</li><li>Monitors project progress by tracking activity against timeline; resolving problems; publishing progress reports and recommending actions.</li><li>Estimate level of effort, evaluate new options of similar technology, and offer suggestions to improve processes.</li><li>Provide interim software solutions to solve problems that enable business units to continue operating during unforeseen crises.</li></ul><p><strong>QUALIFICATIONS, EXPERIENCE &amp; SKILLS/COMPETENCIES</strong></p><ul><li>University degree in Computer Science, Computer Engineering, or other technical discipline.</li><li>Minimum 5 years of experience in developing and deploying mobile application.</li><li>Minimum 3 years of experience as a team leader.</li><li>Significant experience in a complex fast paced environment.</li><li>Experience with JavaScript and React Native framework for building hybrid mobile apps.</li><li>Experience with integration with backend RESTful APIs.</li><li>Experience with Objective-C and Swift (iOS) and/or Java (Android) is a plus.</li><li>Utilize Apple software development tools such as XCode and Instruments to develop, test, debug, and deploy quality software.</li><li>Utilize Android software development tools such as Android Developer and Android Studio to develop, test, debug, and deploy quality software.</li><li>Solid OOP and software design knowledge and able to create software that is extensible, reusable and meets desired architectural objectives.</li><li>Familiarity with software development life cycle, agile methodology including Scrum &amp; understands DevOps (git, Jenkins) to build, deploy and maintain the code pipeline.</li><li>In-depth knowledge in design, build and maintain the software development pipeline.</li><li>Strong analytical skills, recognized as subject matter expert.</li><li>Fluent in English (spoken and written), good communication skills.</li></ul>",https://www.jobstreet.com.my/en/job/yoodo-it-development-application-web-5249717
Software Engineer (Mobile),21 hours ago,"<p><strong>Responsibilities</strong></p><ul><li>Work closely with the rest of the software engineers in the team to design, build, test, deploy, maintain and continuously improve the company’s software solutions, including the core mobile point-of-sale (MPOS) system. Additionally, contribute to new product research projects, which may include research and the building of proofs-of-concept.</li><li>Work with the company’s clients in various countries to understand their requirements and help build customizations to the company’s software solutions that will meet their needs.</li></ul><p><strong>Requirements</strong></p><p>1. Required:</p><ul><li>Experienced in developing iOS or Android applications.</li><li>2 to 5 years of prior iOS or Android development experience.</li><li>Design / develop reusable frameworks, components, and services.</li><li>Knowledge and passion for Mobile Technology and Architecture.</li></ul><p>2. Great to have:</p><ul><li>Extensive knowledge in SWIFT / Kotlin / C++ / RESTful API / MVC.</li><li>Knowledge and understanding of RFID / NFC / Bluetooth.</li><li>Knowledge of hardware programming.</li><li>Knowledge of payment domain requirements and standards (EMV, PCI for example).</li></ul><p>3. Added Advantage</p><ul><li>Great understanding of software design (patterns) and debugging skills (using Xcode, Eclipse, Android Studio, etc).</li><li>Good communication skills, that is you can probably get along great with our clients and us.</li><li>Above all, great attitude and a deep desire to constantly learn and improve.</li></ul><p><strong>Benefits you might be interested</strong></p><ul><li>Medical &amp; Insurance plan - At Soft Space, we believe in putting our employees first. Rest assured that we’ve got you covered.</li><li>Dental claim - Our dental coverage will take care of your pearly whites for you. After all, your smile is our pride.</li><li>Optical claim - We know designer frames can be pricey which is why we have included it as part of our coverage plan for you.</li><li>Food &amp; Drinks - No one works well with an empty stomach. At Soft Space, we have bottomless drinks and endless array of snacks.</li><li>Parking claim - We understand driving around KL city can be quite expensive and daunting sometimes. We will bear half the cost of your monthly parking fee.</li><li>Cool Gears - Everyone gets the latest and greatest tech gear. You will also get your hands on the latest iOS, Android and Windows devices.</li><li>Company Trip &amp; Teambuilding – Only by binding together as a single force will we remain strong and unconquerable.</li></ul>",https://www.jobstreet.com.my/en/job/software-engineer-mobile-5266627
Senior Software Engineer (Mobile),21 hours ago,"<p><strong>Responsibilities</strong></p><ul><li>Work closely with the rest of the software engineers in the team to design, build, test, deploy, maintain and continuously improve the company’s software solutions, including the core mobile point-of-sale (MPOS) system. Additionally, contribute to new product research projects, which may include research and the building of proofs-of-concept.</li><li>Work with the company’s clients in various countries to understand their requirements and help build customizations to the company’s software solutions that will meet their needs.</li><li>Mentor junior software engineers and provide guidance to them for their work as needed.</li></ul><p><strong>Requirements</strong></p><p>1. Required:</p><ul><li>Experienced in developing iOS or Android applications.</li><li>At least 5 years of prior iOS or Android development experience.</li><li>Design / develop reusable frameworks, components, and services.</li><li>Knowledge and passion for Mobile Technology and Architecture.</li></ul><p>2. Great to have:</p><ul><li>Extensive knowledge in SWIFT / Kotlin / C++ / RESTful API / MVC / MVVM.</li><li>Knowledge and understanding of RFID / NFC / Bluetooth.</li><li>Knowledge of hardware programming.</li><li>Knowledge of payment domain requirements and standards (EMV, PCI for example).</li></ul><p>3. Added Advantage:</p><ul><li>Great understanding of software design (patterns) and debugging skills (using Xcode, Eclipse, Android Studio, etc).</li><li>Good communication skills, that is you can probably get along great with our clients and us.</li><li>Above all, great attitude and a deep desire to constantly learn and improve.</li></ul><p><strong>Benefits you might be interested</strong></p><ul><li>Medical &amp; Insurance plan - At Soft Space, we believe in putting our employees first. Rest assured that we’ve got you covered.</li><li>Dental claim - Our dental coverage will take care of your pearly whites for you. After all, your smile is our pride.</li><li>Optical claim - We know designer frames can be pricey which is why we have included it as part of our coverage plan for you.</li><li>Food &amp; Drinks - No one works well with an empty stomach. At Soft Space, we have bottomless drinks and endless array of snacks.</li><li>Parking claim - We understand driving around KL city can be quite expensive and daunting sometimes. We will bear half the cost of your monthly parking fee.</li><li>Cool Gears - Everyone gets the latest and greatest tech gear. You will also get your hands on the latest iOS, Android and Windows devices.</li><li>Company Trip &amp; Teambuilding – Only by binding together as a single force will we remain strong and unconquerable.</li></ul>",https://www.jobstreet.com.my/en/job/senior-software-engineer-mobile-5266637
IOS Mobile Developer,2-Feb-23,"<p>Mobile Developer (iOS)</p><p>Love the smell of fresh code in the morning? Are you a passionate and creative mobile developer with a high level of engineering experience and a need to be challenged? Do you want to be part of a team building that develops innovative and lasting products?</p><p>Strands is waiting for you! You will join our Mobile Team and develop an innovative FinTech software that enables banks to offer personalised digital banking experiences.</p><p>Reporting to the Mobile Technical Lead, the candidate will take responsibility for the mobile user interface and online experience in a rapidly evolving product that is being developed by a fast-paced and dynamic team.</p><p>You will work with our offices – Barcelona, Miami, Buenos Aires and Kuala Lumpur – and well-known customers around the world!!</p><p>Your qualifications should be...</p><p>• Minimum 3 years of mobile native applications development.</p><p>• Good knowledge of Objective-C and Swift.</p><p>• Experience building complex user interfaces for mobile devices.</p><p>• Working knowledge of Xcode to build iOS applications.</p><p>• Excellent analytical skills with a good problem-solving attitude.</p><p>• Fluency in English.</p><p>• A bachelor degree in Software Engineering or relevant field.</p><p>• Familiar with REST APIs and JSON data exchange format.</p><p>• Experience with xcFrameworks creation and integration.</p><p>• Experience with Software design patterns</p><p>You'll love it because...</p><p>You will get:</p><p>● Competitive salary</p><p>● Private health care insurance</p><p>● Subscription to unlimited online training courses by Udemy</p><p>You will have:</p><p>● Flexible working hours and Friday afternoon off</p><p>● Cutting-edge technologies</p>",https://www.jobstreet.com.my/en/job/ios-mobile-developer-5265012
Flutter Developer,2-Feb-23,"<p><strong>JOB HIGHLIGHTS:</strong></p><ul><li>Startup environment, young &amp; energetic</li><li>5 days work, 9am to 6pm</li><li>14 days Annual Leave per year</li><li>Medical claim</li></ul><p><strong>JOB DESCRIPTIONS:</strong></p><ul><li>Develop mobile application.</li><li>Responsible to develop and maintain the mobile application for iOS and Android using flutter.</li><li>Integrate different API and SDK.</li><li>Utilizes source control, continuous integration, and unit testing best practices.</li><li>Work cross-functionally to define and write code for new features.</li><li>Documentation of the design and development.</li><li>Design, Develop and Debug of the mobile application.</li><li>Work with design team and product team to launch the mobile application in phases.</li><li>Other ad-hoc task given by superior.</li></ul><p><strong>JOB REQUIREMENTS:</strong></p><ul><li>Have at least 3 years of experience in the relevant field.</li><li>Possess at least Bachelor's degree in related field.</li><li>Experience on developing android application using flutter.</li><li>Experience in IOT devices development will be a plus point.</li><li>Experience in native android and IOS is a plus point.</li><li>Understand about Google Map SDK.</li><li>Understand the whole Android OS architecture &amp; good knowledge about Firebase services.</li></ul>",https://www.jobstreet.com.my/en/job/flutter-developer-5264080
Mobile App Developer (Flutter),31-Jan-23,"<p>We’re looking for Mobile App Developer to join our growing team in Malaysia.</p><p><strong>Your mission:</strong></p><p>·   Responsible for activities involved in the analysis, design, development, troubleshooting, debugging and maintenance of Mobile App using Flutter or React Native</p><p><strong>This role will give you the opportunity to:</strong></p><p>·   Inspire teams with your ideas, knowledge and self-starting attitude.</p><p>·   Get involved in development of O2O (Online-to-Offline) solutions.</p><p>·   Get involved in development of our ecosystem solution containing Accounting, Inventory, POS (Point of Sales), Marketplaces and e-Commerce Integration.</p><p><strong>A bit about you:</strong></p><p>·   You have passionate for software development, a positive attitude, and an eagerness to learn.</p><p>·   You have experience with Mobile App Development using Flutter or React Native</p><p><strong>Mindset</strong></p><p>·   Passionate about technology and its relationship with business and user experience.</p><p>·   Ability to work independently and plan your own solutions to problems.</p><p>·   Willing to be involved in building a product that is being used widely in retail and F&amp;B industry.</p><p>·   Excitement to work in a high growth company, and throw themselves fully into a revolution.</p><p>·   Be open, communicative, and fun to work with.</p><p><strong>Some extra skills that would be awesome</strong></p><p>·   Possess at least an Advanced Diploma, Bachelor's Degree, or Master's Degree, in Computer Science / IT, Engineering (Computer/Telecommunication), or equivalent.</p><p>·   Possess at least 1-3 year(s) working experience in Moblie Application development (Flutter/React native).</p><p>·   Fluent communicator with a strong teamwork attitude.</p><p>·   Strong passion and interest in delivering great mobile user experience ·   Experienced in an Agile Scrum software development environment.</p>",https://www.jobstreet.com.my/en/job/mobile-app-developer-flutter-5262553
Software Engineer (Mobile),29-Jan-23,"<p><strong>Responsibilities:</strong></p><ul><li>Participate in the complete system development life cycle.</li><li>Design &amp; develop system according to requirement and specification.</li><li>Perform system analysis, design testing and documentation</li><li>Perform unit testing and system integration.</li><li>Maintain and enhance existing mobile apps.</li><li>Provide technical support whenever necessary.</li></ul><p><strong>Requirements:</strong></p><ul><li>Candidate must possess at least Advanced Diploma or Bachelor's Degree in Computer Science/Information Technology or equivalent.</li><li>Required language(s): English, Mandarin</li><li>Proficiency in Java, Kotlin, Swift or relevant technology.</li><li>Experience interacting with RESTful APIs.</li><li>Knowledge of MySQL or any RDBMS is an added advantage.</li><li>Knowledge on hybdird mobile technology is an added advantage.</li><li>Good interpersonal skills, a team player and able to work independently.</li><li>Good analytical and a problem-solver.</li><li>Prefer mandarin speaker in order liaise with mandarin-speaking client.</li><li>Fresh graduates without relevant experience but passionate in software development are encourage to apply.</li></ul>",https://www.jobstreet.com.my/en/job/software-engineer-mobile-5253651
Android APK Engineer,1-Feb-23,"<p>Android APK engineer responsibilities include implementing Android TV relative APKs which based on Android TIF arch and proprietary TV interface; writing clean and efficient code for various applications and running JUnit / Internal tests to validate functionality. Ultimately, you’ll implement and maintain APKs throughout the software development life cycle.</p><p><strong>Job Descriptions</strong></p><ul><li>Analyze customer and system requirements</li><li>Design flow by UML to illustrate Software solutions</li><li>Write efficient code based on feature specifications</li><li>Prioritize and execute tasks in the software development life cycle</li><li>Validate software functionality, flexibility and modulization</li><li>Cooperate with Headquarter in Taiwan</li></ul><p><strong>Job Requirements</strong></p><ul><li>Bachelor 's degree in Computer Science, Information Science, or related field.</li><li>Fresh graduate for junior engineer are welcomes.</li><li>Over 2 years related work experience for senior engineer.</li><li>Graduated from Ivy league will be better.</li><li>Work experience as an Android APK Engineer or similar role. </li><li>Experience on one or more APK development.</li><li>Familiarity with C, C++, Java and Object-Oriented Design (OOD)</li><li>Familiarity with fragment, modalized the view layout</li><li>Experience with Android Studio, Git, ubuntu, Linux system tools</li><li>Problem solving skills</li><li>Better having some apks in Github</li><li>Good communicate with Headquarter and relative branch.</li><li>Good English and can speak Mandarin (in order to handle queries, feedbacks, requests and concerns from Mandarin speaking team.)</li></ul>",https://www.jobstreet.com.my/en/job/android-apk-engineer-5262755
Senior Mobile App Developer,31-Jan-23,"<p><strong>Duties and Responsibilities:</strong></p><p>·        Responsible for the entire application development activities including requirement definition, implementation, integration, testing, debugging, app release and support</p><p>·        Produce fully functional mobile applications writing clean code</p><p>·        Gather specific requirements and suggest solutions</p><p>·        Write unit and UI tests to identify malfunctions</p><p>·        Troubleshoot and debug to optimize performance</p><p>·        Design interfaces to improve user experience</p><p>·        Liaise with Product development team to plan new features</p><p>·        Ensure new and legacy applications meet quality standards and performance of the application to specifications.</p><p>·        Research and suggest new mobile products, applications and protocols</p><p>·        Write and maintain the system documentation.</p><p>·        Stay up to date with the latest trends and technologies to promote continuous improvement on the application development.</p><p><strong>Technical Knowledge:</strong></p><p>·        Extensive knowledge about mobile app development.</p><p>·        Deep knowledge of MongoDB, iOS and Android platforms preferred</p><p>·        <strong>Hybrid framework is used. Preferably good knowledge of Dart &amp; Flutter, Ionic &amp; React Native</strong></p><p>·        Understanding mobile app design guidelines on each platform and being aware of their differences</p><p>·        Familiarity with RESTful APIs and mobile libraries for networking</p><p>·        Experience with C#, Java, Objective-C, JavaScript, HTML5, CSS, Angular2, and Bootstrap is a plus</p><p>·        Excellent problem solving and critical thinking skills</p><p>·        Experience with profiling and debugging mobile applications</p><p>·        Collaborative team player that can also take instructions and Initiative to complete tasks with little to no follow-on guidance</p><p>·        Ability to prioritize tasks to meet deadlines</p><p>·        Experience with scrum teams, to include UI/UX and QC and multiple developer collaboration</p><p><strong>Requirements:</strong></p><p>·        Minimum of four (4) years of proven working experience designing, developing, and debugging mobile software applications</p>",https://www.jobstreet.com.my/en/job/senior-mobile-app-developer-5262549
Mobile Application Developer,27-Jan-23,"<p><strong><u>Job Description / Responsibilities:</u></strong></p><p>·        Participate in and contribute to the requirement gathering and analyze phases of application development life cycle.</p><p>·        Develop, maintain, enhance, and optimise application performance of mobile application.</p><p>·        Developing code documentation and functional specification to support programme development and operation support.</p><p>·        Implement unit test based on project requirements.  </p><p>·        Research and develop application using technologies like React Native and Swift.</p><p>·        Research, evaluate and recommend suitable solutions and methods to meet user's needs.</p><p>·        Able to work independently and provide guidance to junior programmer.</p><p><strong><u>Requirements /Skills:</u></strong> </p><p>·        Possess a Bachelor's degree in Computer Science or Information Technology related.</p><p>·        Strong technical skills and knowledge in mobile application development.</p><p>·        Good analytical and problem-solving.</p><p>·        Experience in React Native, Swift Code, Objective C, APIs, web services and JSon.</p><ul><li>Experience in ASP.NET Core MVC, VB.Net, C#, Phyton, HTML5, CSS, Bootstrap, JQuery, MSSQL and Oracle SQL.</li></ul><p>·        Able to work with back-end developers to Implement and integrate the Web APIs or web services.</p><p>·        Able to work in teams and have good interpersonal skills.</p><p>·        Ability to operate independently.</p><p>·        Full stack software developer or candidates with at least 2 year of working experience relevant to IOS/Android mobile application development, architectures and trends.</p><p>·        Fresh graduates are also encouraged to apply and on-the –training is provided.</p>",https://www.jobstreet.com.my/en/job/mobile-application-developer-5243947
Flutter Mobile App Developer,28-Jan-23,"<p><strong>Job Responsibilities:</strong></p><ul><li>Participate in full mobile application development life cycle.</li><li>Work closely with backend team and project management team to accomplish the technical requirement.</li><li>Design, develop and test mobile application for the iOS &amp; Android platform or Hybrid platform.</li><li>Ability to identify, troubleshoot and resolve issues</li><li>Proficient understanding of version control software tools, such as Git</li><li>Write clean and maintainable code that is properly tested and reviewed</li></ul><p><strong>Job Requirements:</strong></p><ul><li>At least a Professional Certificate, Diploma/Advanced/Higher/Graduate Diploma, Bachelor’s Degree/Post-Graduate Diploma/Professional Degree in Computer Science/Information Technology or equivalent</li><li><strong>At least 3 years of working experience in the related field as a Flutter Mobile App Developer</strong></li><li>Required language(s): English</li><li><strong>Well knowledge of Flutter skillset</strong></li><li>Willing to learn and able to work independently with minimal assistance</li><li>Multi-task and thrive in a fast-paced results-driven organization</li></ul><p><strong>Job Benefits:</strong></p><ul><li>Good job potential and position will be very sought after in the IT industry</li><li>High performance yearly bonus</li><li>Annual dinner and overseas holiday trip with the organization</li><li>Regular games, team activities such as sports, charity, dinner gatherings and many more</li><li>Recognition and performance award with certification</li><li>Quarterly team building activities and motivation training and contest events</li><li>Incentive trips for top performance and high achievement employees in the company such as Bali, Phuket, and Langkawi (by the company)</li><li>Training programs and advanced learning courses will be provided to all permanent employees</li><li>It’s a high-tension position, and electrifying. We must admit it’s not going to be easy, but it will definitely be super worth it</li><li>Only for the strong and the fittest. For those that don’t believe in limits. For those that believe in setting records and achievements. Fast paced and rewarding at the same time.</li></ul>",https://www.jobstreet.com.my/en/job/flutter-mobile-app-developer-5245481
Flutter Front-end Software Engineer,29-Jan-23,"<p>Job Description</p><p>·      Ability and basic knowledge to write high-quality, clean and maintainable</p><p>code</p><p>·      Provide effective technical support for project’s best practices</p><p>·      Ability to use Flutter, Android, and iOS technologies</p><p>·      Be able to master common data structures and algorithms to improve</p><p>user experience</p><p>·      Familiar with professional mobile development knowledge</p><p>·      Responsible for the development of mobile application</p><p>Job Requirements</p><p>·       Experience in mobile application development</p><p>·       Familiar with Flutter development of mobile applications</p><p>·       Familiar with data structures and algorithms</p><p>·       Strong self-learning ability</p><p>·       Have a passion for programming and like to learn new technologies</p><p>·       Strong sense of responsibility, dedicated and committed with team spirit</p><p>·       Experience with web-based and business process software systems</p><p>implementation.</p><p>·       Excellent verbal and written communication skills in Mandarin.</p><p>·       Advanced interpersonal skills.</p><p>·       Critical thinking skills.</p><p>·       Ability to conduct interviews over the phone and via live chat.</p><p>·       Excellent decision-making skills.</p><p>·       Good organizational skills.</p>",https://www.jobstreet.com.my/en/job/flutter-front-end-software-engineer-5259101
Senior Android Application Developer,27-Jan-23,"<p><strong>Descriptions</strong></p><ul><li>Contribute to developing Public Safety Platform Application on Android using mobile technologies </li><li>Mobile application development using Android with Java, Kotlin, Android Studio, Android NDK and Junit</li><li>Build quality in by integrating early, participate in code reviews and by ensuring there high test coverage</li><li>Proactively reduce technical debt by aggressively refactoring code</li><li>Develop highly secure applications by following defense in depth principles</li><li>Ensure code is extensible and maintainable by following leading architectural principles and patterns</li><li>Automate everything, contribute to tooling and manage CI/CD pipelines</li><li>Actively monitor services, respond to incidents and contribute to post incident reviews</li></ul><p><strong>Requirements</strong></p><ul><li>At least Bachelor’s degree in Computer Science or Engineering</li><li>Minimum 5 years of working experience in Software Development with good working knowledge of software architecture </li><li>Application of OOP concepts and design patterns</li><li>Experience in working with small to medium development teams</li><li>Candidates must be willing to work in Bayan Lepas, Penang.</li><li>Added Advantage</li><li>iOS development</li><li>Agile methodology (Scrum, Kanban)</li><li>Cloud platforms (e.g. AWS, Azure)</li><li>Automated Unit, Integration, UI and Performance testing</li><li>CI/CD pipelines and Configuration Management</li></ul>",https://www.jobstreet.com.my/en/job/senior-android-application-developer-5244427
Associate Software Engineer (Mobile),21 hours ago,"<strong>Responsibilities</strong><br /><ul><li>Work closely with the rest of the software engineers in the team to design, build, test, deploy, maintain and continuously improve the company’s software solutions, including the core mobile point-of-sale (MPOS) system. Additionally, contribute to new product research projects, which may include research and the building of proofs-of-concept.</li><li>Work with the company’s clients in various countries to understand their requirements and help build customizations to the company’s software solutions that will meet their needs.</li></ul><br /><strong>Requirements</strong><br />1. Required:<ul><li>Fresh graduates are encouraged to apply for this position.</li><li>Experienced in developing iOS or Android applications.</li><li>Design / develop reusable frameworks, components, and services.</li><li>Knowledge and passion for Mobile Technology and Architecture.</li></ul><br />2. Great to have:<ul><li>Extensive knowledge in SWIFT / Kotlin / C++ / RESTful API / MVC / MVVM.</li><li>Knowledge and understanding of RFID / NFC / Bluetooth.</li><li>Knowledge of hardware programming.</li><li>Knowledge of payment domain requirements and standards (EMV, PCI for example).</li></ul><br />3. Added Advantage<ul><li>Great understanding of software design (patterns) and debugging skills (using Xcode, Eclipse, Android Studio, etc).</li><li>Good communication skills, that is you can probably get along great with our clients and us.</li><li>Above all, great attitude and a deep desire to constantly learn and improve.</li></ul><br /><strong>Benefits you might be interested</strong><ul><li>Medical &amp; Insurance plan - At Soft Space, we believe in putting our employees first. Rest assured that we’ve got you covered.</li><li>Dental claim - Our dental coverage will take care of your pearly whites for you. After all, your smile is our pride.</li><li>Optical claim - We know designer frames can be pricey which is why we have included it as part of our coverage plan for you.</li><li>Food &amp; Drinks - No one works well with an empty stomach. At Soft Space, we have bottomless drinks and endless array of snacks.</li><li>Parking claim - We understand driving around KL city can be quite expensive and daunting sometimes. We will bear half the cost of your monthly parking fee.</li><li>Cool Gears - Everyone gets the latest and greatest tech gear. You will also get your hands on the latest iOS, Android and Windows devices.</li><li>Company Trip &amp; Teambuilding – Only by binding together as a single force will we remain strong and unconquerable.</li></ul><br />",https://www.jobstreet.com.my/en/job/associate-software-engineer-mobile-5266620
Software Engineer - Mobile App / Flutter / Ionic,31-Jan-23,"<p><strong><u>Responsibility:</u></strong></p><ul><li>Involving in web-based/mobile application development.</li><li>Support and maintain the existing application.</li><li>Work closely with customers, analysts, and team members to understand business requirements that drive the analysis and design of quality technical solutions.</li><li>Chances to involve in the full systems life cycle and is responsible for designing, coding, testing, implementing, maintaining, and supporting.</li><li>Work closely with working groups to deliver products that meet the organization’s requirements and expanding needs.</li><li>Perform unit tests and functional tests to ensure the application is compliant with user and business requirements.</li></ul><p><strong><em>For Mobile App/Flutter/Ionic Developer:</em></strong></p><ul><li>Familiar with latest ionic framework with AngularJS or Flutter framework with Dart</li><li>Experienced in troubleshooting legacy code Ionic 1 &amp; 2 or Flutter</li><li>Good in REST API infrastructure</li><li>Experienced in backend PHP Programming is added advantage</li><li>Experienced in WordPress and WooCommerce is added advantage.</li><li>Fresh Graduates are encouraged to apply, training and guidance will be provided.</li><li>Specializing in IT/Computer - Software or equivalent.</li><li>Full-Time position(s) available.</li><li>Able to work in a team.</li><li>Able to work extra time (if needed).</li><li>Working location: Ara Damansara, Petaling Jaya</li></ul><p>Salary range – RM3000 to RM6000 <strong><em>(salary offered depends on experience and skills)</em></strong></p>",https://www.jobstreet.com.my/en/job/software-engineer-mobile-app-flutter-ionic-5240187
Mobile Developer,28-Jan-23,"<p><strong><u>Job Function</u></strong></p><p>1.     Develop &amp; Maintain Mobile Apps in iOS &amp; Android.</p><p>2.      Experience in iOS (Swift), Android (Java)</p><p>3.     Knowledge of Flutter (Dart language) is an advantage.</p><p><strong><u>Responsibilities</u></strong></p><ul><li>To design, develop and maintain mobile applications in native coding</li><li>Accomplish projects &amp; given tasks within the timeframe.</li><li>Participate in the design, implementation, integration and testing of software module.</li><li>Responsible for software development activities including requirement definition, design and test plan documentation, validation and debugging. </li><li>Build plugin/sdk/framework to communicate with external devices</li><li>Provide technical support to client.</li></ul><p><u> </u><strong><u>Requirements</u></strong></p><ul><li>Candidate must possess at least a Professional Certificate, Bachelor's Degree, Post Graduate Diploma, Professional Degree, Computer Science/Information Technology, Computer Studies or equivalent.</li><li>Required skill(s): iOS (Objective C/Swift) &amp; Android SDK(Java/Kotlin)</li><li>Additional skill(s): HTML 5, CSS, Java Script, Dart</li><li>Knowledge in Restful API, SOAP UI, sqlite is an advantage</li><li>Experience in native framework such as location services, push notification, Google/Apple Map, payment gateway and more is an advantage</li><li>Ability to work independently or as part of the teams.</li><li>Ability to resist stress and complete project in deadlines</li><li>Passionate with mobile web programming/design</li><li>At least 3 year(s) of working experience in the related field is required for this position. </li><li>Expats are encourage to apply with sponsor job visa</li></ul><p>*Expats are encourage to ""APPLY' What do we provide to you for you to succeed?</p><ul><li>New and high-tech equipment and platform for you to explore!</li><li>Your Medical &amp; Dental Claims Are On Us.</li><li>Annual Performance Bonus &amp; 14 days annual leaves.</li><li>Career Advancement Opportunities</li><li>We practice a vibrant &amp; energetic office culture.</li><li>Very attractive salaries that commensurate with work experience. </li><li>We support a safe environment for our employees </li><li>Our offices are equipped with 24-hour camera surveillance equipment for safety and security </li><li>We have a 24-hour carpark that is guarded around the clock </li><li>We provide opportunities for career advancement within the company. </li></ul><p>Showcase the opportunities, achievements, reputation, or any other traits that set you apart from the rest. Here, you can include the benefits of joining our organization and the unique environment or culture that candidates may experience &amp; witness Are you ready to elevate your working skills and experience? Click the ‘Apply Now’ and you are one step ahead to an outstanding career!   </p>",https://www.jobstreet.com.my/en/job/mobile-developer-5246652
Senior Engineer (Frontend/Flutter),31-Jan-23,"<p>Job Responsibilities:</p><ul><li>Responsible for the development and maintenance of the core modules of mobile products, code review, and writing relevant technical documents;</li><li>Responsible for optimizing the quality, performance and user experience of mobile products;</li><li>The main language is dart, responsible for the performance experience optimization of the Flutter engine and framework, the monitoring platform construction, and the exploration of underlying new technologies;</li><li>Responsible for the development of Flutter's basic library, engineering experience, R&amp;D tool chain, etc.;</li></ul><p>Job Requirements:</p><ul><li>Bachelor's degree or above, major in computer, communication, mathematics, etc.;</li><li>Good data structure and algorithm foundation, solid programming skills;</li><li>4 or more years of Android or iOS development experience, with complete commercial-grade mobile phone application or game development project development experience;</li><li>Have solid programming skills, good code style, and strong ability to analyze and solve problems;</li><li>Familiar with iOS or Android system mechanisms and features, proficient in UI, network, XML/JSON parsing and other development technologies;</li><li>Familiar with the Flutter framework and Dart language, proficient in using various Flutter layouts and animations, and have a certain understanding of Java or OC;</li><li>Possess demand analysis and system design capabilities, as well as strong logical analysis and independent problem-solving capabilities;</li><li>Positive and optimistic, strong sense of responsibility, serious and meticulous work, good team communication and collaboration skills;</li></ul>",https://www.jobstreet.com.my/en/job/senior-engineer-frontend-flutter-10391400/origin/sg
